HINDI 	MARATHI 	SCORE
बन	अंथरली	0.0112647
जाता	चालविले	0.0112629
बताते	सांगितले	0.0112628
पहुँचना	जाणे	0.0112612
देखी	पाहिली	0.0112562
कोशिश	करून	0.0112543
देखे	पाहता	0.0112521
बना	पाहू	0.0112482
परिचय	होतो	0.0112455
करते	देण्यासाठी	0.0112439
लिया	घेतले	0.0112406
हुआ	बांधले.	0.011236
पलते	आढळतात	0.0112337
है	नसलेले	0.0112319
चलता	दिसून	0.0112309
किया	उपभोगले	0.0112291
गई	असलेले	0.0112278
खींच	ओढून	0.0112276
लेना	घेऊ	0.0112275
निभाता	पार	0.0112271
सीखनी	शिकावे	0.0112264
बढ़ने	वाढवण्याबरोबरच	0.0112264
तय	करण्यासाठी	0.0112259
रहते	असते.	0.0112239
माना	होते	0.0112223
कहा	पाडलेल्या	0.0112208
होकर	केल्यावर	0.0112199
बनी	होती	0.0112198
हो	व्हावा	0.0112194
बने	मिळतात	0.0112188
लगता	येऊन	0.0112182
संभव	करणे	0.0112179
कूद	घेतली	0.0112177
तैयार	केली	0.0112176
सटा	होता	0.0112166
एकत्रित	आहे	0.0112156
जारी	आहे	0.0112141
देखते	पाहताच	0.0112126
बदल	सजविली	0.0112081
पकड़	होत	0.0112043
लाकर	आणून	0.0112024
जोड़ते	जोडतात	0.0112019
दिखायी	करुन	0.0111976
खोलते	उघडतात	0.0111946
हैं	वाढतात	0.0111915
जुड़	जोडले	0.0111913
लेकर	वसलेले	0.0111899
बनवाया	असलेल्या	0.0111886
खोजी	शोधलेल्या	0.0111861
दिखाई	असणाऱ्या	0.0111844
देखा	करून	0.0111824
चुना	निवडले	0.0111766
बढ़	वाढणारा	0.0111754
देखी	पाहता	0.0111733
हुआ	बांधला	0.0111726
रखते	आहे.	0.0111711
मिलेगा	झालेल्या	0.01117
बसे	वसलेल्या	0.0111661
करते-करते	करे	0.0111647
विकास	होईल	0.0111619
पकड़ने	आहेत	0.011161
पा	केली	0.0111578
लाकर	येऊन	0.0111532
उठा	उचलत	0.0111521
खर्च	आहे	0.0111518
देखी	पाहायला	0.0111518
हुई	लागला	0.0111472
हुआ	विभागलेले	0.0111447
ढो	घेऊन	0.0111447
लगाया	आहे	0.0111445
घिर	झाले	0.0111439
लगे	जाण्याच्या	0.0111424
होता	पिकलेले	0.0111378
ठहर	राहू	0.0111373
थे	होतो	0.0111348
पहुँच	गेल्याने	0.011134
कहा	बोललो	0.0111315
होने	संपल्यानंतर	0.0111299
घूमने	झालेल्या	0.0111297
बिता	करतात	0.0111294
पहुँचे	जावे	0.0111269
कराए	केल्या	0.0111226
मिले	खोदताना	0.0111211
करने	असणारा	0.011121
करना	राहून	0.0111206
स्मरण	केले	0.0111174
अभिहित	ओळखतात	0.0111154
खोलने	बनलेले	0.0111148
घुमाते	आहे	0.0111147
बताया	सांगितला	0.011114
प्रयोग	क्लायंबिंग्मध्ये	0.011114
पकड़ा	धरला	0.0111114
होते	जाऊ	0.0111071
पिघलने	वितळल्याने	0.0111047
किया	पाहता	0.0111037
देखे	पाहू	0.0111002
किया	मारला	0.0111001
हैं	सजलेली	0.011097
मोहक	देणार्‍या	0.0110935
करने	येते	0.0110923
है	चढण	0.0110921
हुई	असलेले	0.01109
निकलकर	पावून	0.0110846
लगती	वाटणार्‍या	0.0110803
लाता	आणते	0.0110788
मनाए	आहे	0.0110745
होती	ओळख	0.0110745
खरीदे	केले	0.0110723
बसाने	वसवण्यासाठी	0.0110716
पूरा	झालेले	0.0110679
लगाने	नाही	0.0110619
प्रयोग	आहेत	0.0110612
जाती	घालतात	0.0110598
गुजारना	घालवावा	0.0110583
आइए	चला	0.0110577
निर्मित	निर्मिला	0.0110565
बसे	वसलेले	0.0110545
कर	जात	0.0110525
लिए	घेऊन	0.0110493
किया	सोडले	0.0110452
खुल	झाली	0.0110445
खलती	भासते	0.0110437
घुमाते	फिरवणारे	0.011043
बसाया	वसवले	0.0110428
है	खाण्या-पिण्याची	0.011041
टहल	करा	0.0110404
देखते	घेरलेले	0.0110364
हैं	असाल	0.011036
थे	मांडलेले	0.0110352
हो	पोहचले	0.0110333
बिछाये	पसरवलेले	0.0110323
बोल	म्हणाली	0.0110317
फूलते	लगडलेली	0.0110314
उत्कीर्ण	कोरलेली	0.0110278
मिल	पडला	0.011025
उगलते	ओकणारे	0.0110243
दीये	होय	0.0110233
बसाया	होते	0.0110218
बनी	उकळत	0.0110207
बोलते	आहे	0.0110192
भुनाये	वठवले	0.0110175
पाई	केली	0.0110173
सप्लाई	आहे	0.0110172
की	होते	0.0110164
रहता	असते.	0.0110152
पकड़े	घेतलेल्या	0.0110135
ठहरने	उतरण्यासाठी	0.0110133
गए	मिसळून	0.0110112
थे	होती	0.0110066
बजा	वाजवले	0.0110041
लेने	वाजता	0.0109984
आने	दिसून	0.010998
पहुँच	गेल्या	0.0109963
बनाकर	करून	0.0109957
विचरते	हिंडताना	0.0109954
गिरने	कोसळणारे	0.0109934
ढलने	मावळू	0.0109928
रखें	ठेवा.	0.0109903
है	बांधणे	0.0109881
दिखाई	पडतात	0.0109848
बोली	रुळलेले	0.0109822
बिछी	पसरलेली	0.0109804
मौजूद	स्थापित	0.0109791
रही	तुटल्यानंतर	0.0109764
हट	सरकलेल्या	0.0109763
पाने	चढणारे	0.0109743
दिये	दिल्याशिवाय	0.0109719
प्रदान	असणारे	0.0109682
ले	घालवण्यासाठी	0.0109668
ले	खाण्या-पिण्याचा	0.010966
तीव्र	असते	0.0109644
होकर	येऊन	0.0109603
तैरना	पोहोण्यास	0.0109596
जोड़ा	जोडले	0.0109591
चलने	चालविल्यानंतर	0.0109587
सिफारिश	केली	0.0109587
प्रदाता	आहे	0.0109558
पहुँच	पोहचली	0.0109543
बची	राहिलेल्या	0.0109531
भटकने	जाण्याची	0.0109522
कर	सजलेल्या	0.0109515
है	असलेला	0.0109512
की	घेतली	0.0109493
हो	पडली	0.0109478
खोल	गेल्या	0.0109456
पहुँचते	भरलेल्या	0.0109453
दिखाए	केले	0.0109442
सोच	करत	0.0109438
हैं	भरलेली	0.0109436
जाया	जोडलेले	0.0109423
देखते	पाहतच	0.0109402
किये	तासलेल्या	0.0109392
थी	नव्हती	0.0109386
पूरा	करण्यात	0.0109384
हुआ	बांधले	0.0109383
हो	जावे	0.0109371
करने	होते	0.010936
मजे	घेऊ	0.0109346
मिलता	आहे	0.0109345
बिताए	केले	0.0109341
खरीद	असणार्‍या	0.010934
आयोजन	होते	0.0109315
हो	वाढविण्यासाठी	0.0109314
किए	पाहता	0.0109311
बहती	असल्याने	0.0109302
घुमाये	जोडलेले	0.0109296
खिले	फुललेली	0.0109286
दर्शन	जाणारे	0.010923
जमकर	खेळतात	0.0109208
हैं	उरलेले	0.0109192
आनंद	वाजेपर्यंत)	0.0109179
बसे	होते	0.0109152
बनाती	करतो	0.0109146
हुआ	करण्याचे	0.0109142
तय	करते	0.0109126
बना	द्यावी	0.0109068
पाई	ओळखता	0.0109059
देखना	मिळेल	0.0109048
करने	समजून	0.0109035
बसा	वसवून	0.0108977
आरोहण	बाळगले	0.0108977
जाने	अडकल्याने	0.0108972
चाहें	बनवल्या	0.0108971
रखते	ठेवतात	0.0108947
मुस्कुराते	घेतलेल्या	0.0108945
की	पडल्यावर	0.0108929
पहुँचने	जोडलेले	0.0108916
खुलता	उघडते	0.0108889
देखते	पाडतो	0.0108885
बना	पाहता	0.0108867
बचें	करताना	0.0108858
बहता	असते	0.0108856
आश्‍चर्य	पाहून	0.0108854
उतारा	केले	0.0108844
जीवित	आहेत	0.0108818
पा	घेऊ	0.0108783
बैठने	बसण्यासाठी	0.0108777
मोड़	दुमडून	0.0108744
उभरती	येणार्‍या	0.0108715
है	शिकाव्या	0.0108712
करते	केल्याने	0.0108702
चढ़ाई	केली	0.0108672
वृद्धि	आल्यामुळे	0.0108668
पड़ता	येते	0.0108652
रहे	ठेवा	0.0108606
बनाने	पाहता	0.0108594
बसे	असणार्‍या	0.0108567
रखना	घेतली	0.0108563
होते	चाललो	0.0108561
जलाये	जाळली	0.010852
सो	झोपले	0.0108492
सोना	झोपणे	0.0108478
अवस्थित	बांधलेले	0.0108429
देखते	वाढत्या	0.0108427
जाती	असणार्‍या	0.0108416
है	असलेली	0.0108399
है	दिसते	0.0108395
उबल	आहे	0.0108356
दिखाई	भरलेल्या	0.0108261
याद	करून	0.0108258
जान	बघू	0.0108248
परोसे	बनवले	0.010824
करने	पोहण्याचा	0.0108239
देखा	केलेल्या	0.0108235
वृद्धि	झाली	0.0108221
जानते	होते	0.010821
होते	असणारे	0.0108197
बने	पाडलेले	0.010819
करने	आहेत	0.0108176
करना	आहे	0.0108121
खड़ी	आहे	0.0108108
है	असलेले	0.010803
मिटाने	घालविण्यासाठी	0.0108028
होता	पडत	0.010802
विचरण	विभागलेल्या	0.0108017
की	असल्याने	0.0108008
रखे	ठेवण्यात	0.0107996
हों	करुन	0.0107899
बन	वाटत	0.010785
बचे	आहेत	0.0107829
मिला	लागला	0.0107809
बितानी	घालवावी	0.0107793
बाँटा	करण्यात	0.0107784
है	लागणारी	0.0107766
हुई	येणारे	0.0107764
पहुँचा	पोहचवतात	0.0107663
है	मानला	0.0107654
स्थापना	केली	0.0107648
होती	झाला	0.0107613
ले	ठेवावे	0.0107585
है	पसरलेल्या	0.0107582
है	नाहीत	0.0107566
लाये	घेऊन	0.0107552
पड़ती	वाटते	0.0107539
खिले	फुललेल्या	0.0107537
रखा	आखले	0.0107529
लगाया	काढले	0.0107519
किया	कापण्याचे	0.0107519
कस	दाबून	0.0107514
बताती	सांगते	0.0107469
स्थित	निर्मित	0.0107456
हो	असले	0.0107454
उगलता	फेकत	0.0107446
भ्रमण	आहेत.	0.0107437
हैं	सोडून	0.0107384
पदयात्रा	केली	0.0107357
हुई	झाले	0.0107339
उठता	उचलला	0.0107338
थे	होते	0.0107333
मनाया	बांधले	0.0107326
पार	ओलांडले	0.0107324
मिल	आहेत	0.0107318
जान	असणारे	0.0107317
चले	येत	0.0107315
बुकिंग	करु	0.010728
करते	असणार्‍या	0.0107221
रुकी	वाजता	0.0107211
जगे	राहिलो	0.0107194
करने	भासत	0.0107192
करना	स्थापित	0.0107176
शुरू	केली	0.010717
रखें	द्या	0.0107166
है	सामावलेली	0.010714
देने	करून	0.0107124
खींचता	करतो	0.0107114
मनाने	घालवायला	0.0107112
जुड़	जोडला	0.0107098
चढ़ने	देत	0.010708
हुई	कोरलेली	0.0107075
नहाने	करण्याचा	0.0107051
समेटे	विखुरताना	0.010704
मानो	पडले	0.0107039
कहें	पाहता	0.0107009
कर	भरलेला	0.0106993
कर	उल्लेखिलेल्या	0.0106961
पैदा	करतात	0.0106941
होने	करतात	0.0106915
पाओ	मिळवा	0.0106897
बसा	आहेत	0.0106891
दिखाई	करताना	0.0106882
खींचने	काढण्यासाठी	0.0106876
रही	आहेत	0.0106866
आने	येण्या-जाण्याचे	0.0106864
साधना	होते	0.0106859
करनी	हो	0.0106851
कह	असलेल्या	0.0106835
कहता	सांगते	0.0106831
घूमने	फिरण्यात	0.0106829
प्रयोग	केला	0.0106797
बना	ठरवू	0.0106777
है	असल्यामुळे	0.0106759
मुकाबला	स्लीपिंग	0.0106756
देख	असणारे	0.0106756
है	पॅराग्लाइडिंगसाठी	0.0106746
बदलकर	आहे	0.0106728
करते	बनवण्याची	0.0106703
फैली	विस्तारलेले	0.0106701
देखा	असलेली	0.010668
पहुँचें	केली	0.0106625
बनी	मिळून	0.0106613
इस्तेमाल	बनलेली	0.0106603
पहनना	ठेवा	0.0106594
दी	चढणे	0.0106593
आई	झाल्या	0.0106588
पहनकर	घालून	0.0106582
कहते	साठलेल्या	0.0106573
उत्कीर्ण	कोरलेले	0.0106573
चढ़े	चढलेले	0.010654
रखा	सांगण्यावरुन	0.0106538
दिया	सुकवून	0.0106532
रहा	जाणून	0.0106502
प्रतीत	असावे	0.01065
पड़ती	बदलावी	0.0106493
निर्मित	बांधलेले	0.0106489
पार	हाकणार्‍याला	0.0106485
जुटते	नाही	0.0106482
मनाएँ	घालवावी	0.0106449
बिताई	घालवली	0.0106443
भोगी	आहे	0.0106433
आता	धरणारा	0.0106404
हैं	पाहण्यासाठी	0.0106388
हैं	राहण्यासाठी	0.0106388
पहुँचकर	जाऊन	0.0106379
प्रोत्साहित	करून	0.0106363
बहती	नाही	0.0106355
सजाया	वाजता	0.0106351
दर्शाया	दर्शवले	0.0106345
बनवाने	काढून	0.0106339
उठी	झाली	0.0106336
होते	पोहोचते	0.0106314
विस्मय	पडलेल्या	0.0106286
रखना	बाळगला	0.0106277
बचा	उरलेली	0.0106262
पार	करुन	0.0106254
होने	असल्यामुळॆ	0.010621
देख	शिकताना	0.0106179
आ	पडतात	0.0106161
भुला	विसर	0.010616
करते	देतात	0.0106158
था	होतो	0.0106145
किया	करणे	0.0106099
बनाई	म्हणतात	0.0106092
अहसास	असलेले	0.0106087
बनाया	असलेला	0.0106084
भिन्न	क्लायंबिंगमध्ये	0.0106056
रह	घेत	0.0106025
लगे	घेऊन	0.0106008
देखते	पाहातच	0.0105999
बनाता	करतो	0.0105984
लगाते	चमकणारी	0.010597
गुजरती	जाते	0.0105954
जारी	केली	0.0105936
लगा	पोहचले	0.0105932
जाती	भरलेली	0.0105931
देने	चढणार्‍यांना	0.0105929
पड़ेगी	पोहोचू	0.0105882
कहा	सांगायचे	0.010588
स्थापित	जन्मलेल्या	0.0105858
छूटकर	सुटून	0.0105856
किया	पडली	0.0105853
देखो	पाहिले	0.0105851
बदलने	बदलण्याबरोबरच	0.0105839
हुई	जोडलेली	0.0105838
कहते	असलेले	0.0105824
कहते	सांगताना	0.0105805
सम्पन्न	चढता	0.0105803
खुलने	करावी	0.0105794
हो	झाल्यामुळे	0.0105793
सुकून	मिळते	0.0105784
मिलती	झालेल्या	0.0105735
बँधे	म्हटले	0.0105734
हैं	असणारे	0.0105731
जाना	असणारे	0.0105701
चलती	निघतात	0.0105692
संरक्षित	खोदलेल्या	0.0105684
बन	होतात	0.0105642
खरीदी	केलेल्या	0.0105634
मानने	नाही	0.0105627
रखने	असणार्‍यांचे	0.0105626
खाने	खाण्यासाठी	0.0105619
दे	लागणार्‍या	0.0105616
बज	वाजले	0.0105578
सैर	करत	0.0105531
डालने	टाकू	0.010553
बसा	आलेल्या	0.0105527
ताड़	आढळत	0.0105515
देना	असणार्‍या	0.0105489
हुआ	झाले	0.0105478
की	येथील	0.0105476
उपस्थित	असणार्‍या	0.0105456
देख	पाहिल्यावर	0.0105447
ढके	झाकून	0.0105439
देख	पाहून	0.0105429
देखते	असाल	0.0105422
फैली	पाहण्यासारखी	0.0105413
उपलब्ध	राहण्याची	0.0105401
करना	पडल्यावर	0.0105367
बनाने	रहात	0.0105361
भाग	घेत	0.010535
हराकर	आहे	0.0105347
आने	येण्यासाठी	0.0105332
छोड़ती	टकून	0.0105331
देखा	पाहायला	0.0105309
बिठा	घालू	0.0105301
होती	करुन	0.0105284
ले	घेऊ	0.0105277
निहारने	पाहण्यासाठी	0.0105268
गई	जाणून	0.0105255
कहना	म्हणणे	0.0105254
किया	सुरू	0.0105219
संरक्षण	आढळणार्‍या	0.0105201
होने	असल्याबरोबरच	0.0105201
लगे	बनवली	0.0105184
गई	जाईल	0.0105183
घिरी	आहे	0.0105177
गिरता	पडणारे	0.0105176
जाना	होता	0.010517
लोकप्रिय	आहे	0.0105143
करवाया	करण्यासाठी	0.010514
व्यक्‍त	लागला	0.010507
पर	आधारित	0.0105064
संजोकर	सांभाळून	0.0105057
बजे	वाजल्यापासून	0.0105053
बसा	वसलेला	0.010504
हिलेंगे	होत	0.0105038
रहते	बनवलेल्या	0.010503
सौंप	केले	0.0105025
बिछाने	पसरू	0.0105003
जलती	दाखवल्याने	0.0104997
लिया	घेऊ	0.010499
छूते	करीत	0.0104975
कामना	करतात	0.0104971
लगते	वाहणार्‍या	0.0104964
मिलने	होता	0.0104961
कहा	सांगितले	0.0104955
किया	आठवले	0.010495
पालने	गाणारा	0.0104944
करवाया	केले	0.0104924
कहलाती	आहेत	0.0104917
पहुँचा	येते	0.0104901
प्रदान	असलेल्या	0.0104866
गुज़रती	जाणारा	0.0104864
बतायें	करताना	0.0104838
अवस्थित	करण्याच्या	0.0104827
करनी	पोहोचण्यासाठी	0.0104827
ला	आणू	0.0104814
होती	असलेली	0.0104804
बलवती	बघण्याची	0.0104789
बनाना	असलेली	0.0104785
रोक	निर्मिलेल्या	0.0104775
भागता	पळतात	0.0104775
देखा	पाहता	0.0104768
बिताई	घालवलेल्या	0.0104764
शुरू	होणारा	0.0104755
विभाजित	करता	0.0104723
लगाकर	देऊन	0.0104648
खोना	गमवावे	0.0104647
बयाँ	सांगते.	0.0104646
बख्शी	केली	0.0104621
बने	जोडला	0.0104609
खड़े	असतात	0.0104608
आने	पाहू	0.0104604
बिछा	पसरले	0.0104593
पहुँचता	जात	0.0104589
शासन	करते.	0.0104586
पूछने	विचारल्यावर	0.0104584
गिर	पडला	0.010455
होता	पोहोचाल	0.0104547
शहीद	पत्करलेल्या	0.0104546
बसा	असणारे	0.0104537
लेता	झाकून	0.0104506
बसा	वसलेल्या	0.0104496
बंद	असलेल्या	0.0104485
घूमने	हिंडण्यासाठी	0.010448
लिखनी	लिहावयाची	0.0104429
कहा	वसलेले	0.0104418
जोड़ा	जोडले	0.0104398
करवा	देऊन	0.0104351
होकर	येतात	0.0104347
अर्पित	केले	0.0104343
निर्मित	बांधलेली	0.0104341
है	पाहता	0.0104338
हैं	आढळणार्‍या	0.0104332
पिघलता	विरघळत	0.0104322
होती	खाणे	0.0104315
चढ़कर	असणार्‍या	0.0104314
करवाया	केले.	0.0104307
हुई	झालाच	0.0104282
हुआ	असलेले	0.0104279
बसा	आहे	0.0104268
रखने	असणार्‍या	0.0104213
है	येणार्‍यांचीही	0.0104196
अवस्थित	वसलेला	0.0104185
घिरा	घेरलेला	0.0104183
पड़़ता	जाण्याच्या	0.0104179
करना	दाखवणे	0.0104167
जड़भरत	होते	0.0104131
कहलाते	आहेत	0.010413
जाने	असणार्‍या	0.0104122
पकड़	आहे	0.0104115
रोपा	लावले	0.0104094
जलता	आणण्यात	0.0104085
करवाया	देण्यात	0.0104077
झूमते	डोलत	0.0104075
जलाया	चालून	0.0104053
फेंकने	फेकण्यासाठी	0.0104048
हुई	झाली	0.0104029
जताते	करीत	0.0104026
हुआ	वापर	0.0103992
चुन	बनविली	0.0103988
जाने	गेल्यावर	0.0103971
बिकते	विकली	0.0103971
आयेगा	लागेल	0.0103968
मजा	घेऊ	0.0103931
है	अच्छादलेली	0.0103931
मिलती	घेतला	0.0103929
चुभते	बोचणार्‍या	0.0103905
होकर	जातात	0.0103887
जा	येईल	0.0103886
किया	करता	0.0103885
भुलाए	विसरायचा	0.0103872
रहा	आहेत	0.0103871
होती	सोपविल्या	0.0103868
चौंकाने	करणारे	0.0103863
बनी	केलेली	0.0103861
था	झाला	0.0103849
हथियाया	हिरावून	0.0103811
करनी	वाजवत	0.0103809
आने	करण्याच्या	0.0103793
चढ़ाई	चढण्यासाठी	0.0103791
जवान	होऊ	0.0103775
बने	असलेली	0.0103747
चला	जाता	0.0103737
खुलकर	घेऊ	0.0103735
चढ़ने	करुन	0.0103714
पहुँचा	असणार्‍या	0.0103702
हुआ	झाले.	0.0103663
आने	पाहायला	0.0103647
जुड़कर	घेतात	0.0103636
दान	केल्या	0.0103615
बिताई	घालवल्या	0.0103615
दान	करणार्‍यांमध्ये	0.0103591
देखने	पाहायचे	0.0103584
कहा	पसरलेल्या	0.0103573
इस्तेमाल	बांधताना	0.0103553
तरोताजा	आहे.	0.0103543
हैं	दिसतात	0.0103519
विभाजित	झाली	0.0103512
किये	झाली	0.0103502
जम	गोठते	0.0103498
मिला	भेटलो	0.0103495
रोक	पडणे	0.0103491
करते	पाहणे	0.0103466
विचरने	असते	0.0103463
लिया	ठेवले	0.0103452
बिछाकर	टाकून	0.0103446
पुकारते	संबोधतात	0.0103436
देख-सुन	बघू	0.0103427
घिरा	होय	0.0103416
उछलते	उसळणार्‍या	0.0103403
अंकित	काढलेली	0.0103401
देखे	पाहायला	0.0103399
उपचार	जळलेल्या	0.0103386
स्थापित	आहे	0.0103386
कहकर	बोलून	0.0103384
जाती	केल्या	0.0103367
आयोजित	होणारा	0.0103363
भूलना	विसरणे	0.0103339
कराता	मिळतो	0.0103337
उगाने	केले	0.010332
रहा	बनवलेले	0.0103313
बेचने	विकण्यासाठी	0.0103284
नवाया	होते	0.0103267
उल्लिखित	आहे.	0.0103245
ठहर	थांबायचे	0.0103235
है	पोहोचणे	0.0103219
पता	देण्यात	0.0103205
होकर	जाऊन	0.0103204
नहाया	केली	0.0103201
गुजरते	जातात	0.0103192
करना	नाही	0.0103168
हो	गेला	0.0103164
है	पसरलेला	0.0103151
गढ़ी	रोवलेली	0.0103141
ढकी	झाकून	0.0103138
स्थापित	जाणून	0.0103135
कराएगी	राहण्याच्या	0.0103135
किया	गाठला	0.0103135
तराशी	कोरलेल्या	0.0103114
इस्तेमाल	बनविण्यासाठी	0.0103111
होकर	जाता	0.0103108
पाबंदी	घातली	0.0103106
शिकार	करतात	0.0103105
बनी	खचलेली	0.0103094
निखार	सजवतात.	0.010309
कहा	ओळखला	0.010309
बने	असलेल्या	0.0103085
देखा	पाहिलेच	0.0103082
वादा	करविण्याचा	0.0103078
बताते	वहात	0.0103074
बनाया	असलेली	0.0103064
जाये	असेल	0.0103061
पाट	झोपवले	0.0103053
सवार	बसवून	0.0103041
बरतने	घेण्याचा	0.0103039
बुलाती	वसलेले	0.0103028
उतरने	उतरण्यापूर्वी	0.0103022
लौट	आलो	0.0103014
है	असलेल्या	0.0102989
था	होती	0.0102985
हो	असणारा	0.0102977
मिलाते	जुळवणार्‍या	0.0102975
होता	असलेला	0.0102967
जाया	असणार्‍या	0.0102946
निर्मित	बांधलेला	0.0102944
बनाए	काढणारा	0.0102935
जाना	पडताना	0.0102934
होती	नसते	0.0102933
बिकती	विकतात	0.0102915
मिल	खाण्याच्या	0.0102914
है	करण्याची	0.0102911
ठहरने	राहण्याचीसुद्धा	0.0102905
मौजूद	होते	0.0102904
लेना	काढावे	0.0102902
स्थित	बघायला	0.0102895
होती	झाली	0.0102889
दिखाई	असणार्‍या	0.0102881
अपनाया	लागली	0.0102876
किया	घेता	0.0102871
प्रदर्शित	केले	0.0102869
जुड़े	अनुसरून	0.0102869
मिलते	बघायला	0.0102862
लौटना	परतायचे	0.0102855
कहने	मानणार्‍या	0.0102833
बन	व्हायचे	0.0102825
मंत्रमुग्ध	करतात.	0.0102814
हो	बनले	0.0102802
हुई	झाली.	0.0102786
करते	भासतात	0.0102785
होंगे	पहायला	0.0102783
है	राहणे	0.0102773
हैं	असलेले	0.0102762
पहनें	घाला	0.0102749
जाएँ	निघून	0.0102745
बिखेरती	पसरवतात	0.0102714
पता	होती	0.0102705
उपलब्ध	जाण्यासाठी	0.0102703
संरक्षित	आहेत	0.0102699
शुरू	होऊ	0.0102676
उठाते	लुटताना	0.0102635
चल	करण्याची	0.0102624
घूमना	वेढलेल्या	0.0102619
रहा	होते.	0.0102615
चलाई	देण्यासाठी	0.010261
लेकर	सुरू	0.010261
बताना	हो	0.010259
बनाए	सांभाळण्यासाठी	0.0102559
मिलेगी	बोलल्या	0.0102552
विदा	पाठविले	0.0102546
बनी	चमकत्या	0.0102546
तय	केला	0.0102534
बहती	होती	0.0102529
बताते	सांगतो	0.0102526
पूजित	आहे	0.0102526
प्राप्‍त	मिळवता	0.0102521
ठहरे	राहिले	0.0102503
चकित	उकळत्या	0.0102491
है	फिरण्याच्या	0.0102488
देता	करण्याबरोबरच	0.010248
बस	वसलेले	0.0102475
है	चमचमणार्‍या	0.010247
बना	म्हटले	0.0102464
लौटते	परतताना	0.0102437
मिल	भेटले	0.0102431
करवाया	बनवली	0.0102427
बजायेंगे	जाऊन	0.0102422
पड़ा	भरलेला	0.0102415
लेता	करीत	0.0102391
हो	तुटून	0.010238
है	मिळतो	0.0102374
आने	येणार्‍यांना	0.0102372
हुए	झाले	0.0102347
जोड़कर	उभारलेल्या	0.0102339
लाया	आणला	0.0102333
बुने	विणलेले	0.0102319
जुड़े	जोडलेले	0.0102316
पाए	कापलेली	0.0102275
हुआ	दिसला	0.0102255
निराशा	होणार	0.0102252
करवट	बदलत	0.0102244
गई	कोरण्यात	0.0102231
हैं	असलेला	0.0102229
ले	पोहचून	0.0102222
भर	पसरलेल	0.0102219
स्थित	दिसतात	0.0102205
जोड़कर	जोडून	0.0102203
स्रोत	आहे	0.0102202
मालूम	असेल	0.0102197
रखते	आहे	0.0102194
पहुँचने	ठरलेल्या	0.0102187
फैला	विस्तारलेला	0.0102184
रह	होते	0.010218
लेने	वाहणाऱ्या	0.0102164
दिए	असलेल्या	0.0102156
हो	सुकलेल्या	0.0102156
मानता	हो	0.0102154
बिखरे	विखुरलेले	0.010215
सामना	करावा	0.0102136
मिल	राहण्यासाठी	0.0102127
प्राप्‍त	मिळविता	0.0102116
हैं	असलेली	0.010211
हैं	असलेल्या	0.0102096
खड़े	आहेत	0.010209
बाधित	असतील	0.0102086
भरे	आहे	0.0102076
स्थित	घेणार्‍यांसाठी	0.0102076
बनाने	सजवण्याची	0.0102061
है	पसरली	0.0102055
युक्‍त	बांधलेले	0.0102031
धोखा	पोहचण्यात	0.0101994
होते	करत	0.0101992
टूटने	संपण्याची	0.0101992
हो	बदलते	0.0101986
मालूम	जाणाविली	0.0101956
स्थित	आला	0.0101947
लोकप्रिय	पकडण्याकरिता	0.0101936
गिरता	कोसळणारे	0.0101934
देख	घालण्यासाठी	0.010193
देखते	पाहतात	0.0101927
हो	गेले	0.0101924
बनी	म्हटले	0.010191
लहराती	पडता	0.0101881
आने	होऊ	0.0101861
हो	करता	0.0101835
देखी	आली	0.0101828
रहता	घेऊन	0.0101827
गुज़री	गेली	0.0101825
ढल	मावळु	0.0101822
आता	घेताच	0.0101814
होगा	असतील	0.0101812
रखते	ठेवताच	0.010176
उठेगी	जायचे	0.0101754
जाओ	जाल	0.0101749
है	करणार्‍यांची	0.0101741
बनी	करत	0.0101727
कर	ठेवले	0.0101713
हुआ	असणाऱ्या	0.0101706
हो	झालो	0.0101696
की	करता	0.0101694
डूबते	जाणार्‍या	0.0101683
भंग	दुखणे	0.010167
फूल	झाले	0.0101665
बसा	वसलेले	0.0101653
तैयार	झाले	0.0101637
पहुँच	असताना	0.0101628
है	करून	0.0101608
भाग	आहे	0.0101596
होते	पोहचलो	0.0101582
देखे	पहावयास	0.010158
सजाकर	होत्या	0.0101579
बसा	पाहता	0.0101561
है	लगत	0.0101554
हुए	जोडले	0.0101552
सहकर	करुन	0.0101544
छोड़े	ठेवले	0.0101542
प्रदान	असलेले	0.0101525
पहनाए	घातले	0.0101494
आई	झाली	0.0101493
देखे	असणारे	0.0101491
किए	असणारे	0.0101481
खेलने	घेऊ	0.0101462
बताने	सांगू	0.0101455
रहा	मानले	0.0101394
पकाया	शिजवलेले	0.0101391
पहुँचा	पोहचला	0.0101386
हैं	नसलेली	0.0101377
रहने	राहण्यासाठी	0.0101376
रहती	असते	0.0101358
चाहा	वाटत	0.0101356
होती	पडतो.	0.0101346
होने	भरलेले	0.0101345
बस	वसू	0.0101344
घूमने	फिरण्याच्या	0.0101331
रहता	असो	0.0101328
पूर्वानुमान	आहे	0.0101324
हो	जाऊन	0.0101321
देख	पाहू	0.0101316
देखा	पाहत	0.0101315
पाई	सापडल्या	0.0101304
छोड़	सोडली	0.010127
है	मिळणे	0.0101256
खाना	जेवावे	0.0101253
लगाई	आहे	0.0101245
स्थापित	बांधलेले	0.0101241
कराए	केले	0.0101237
रखते	होता	0.0101237
है	असणार्‍या	0.0101234
