HINDI 	MARATHI 	SCORE
ट्रेकिंग	गिर्यारोहणातून	0.013133
बराबर	मंदिराबरोबर	0.013133
उद्यान	आशियातील	0.0131327
घाटी	सुंदर	0.0131322
जैन	तीर्थंकरांचे	0.0131305
आगमन	धर्माचे	0.0131294
आज	उपलब्धींबरोबर	0.0131217
मार्ग	``रस्ता	0.0131197
मार्ग	रस्ता	0.0131197
हाईवे	गुड़गावहूनच	0.0131195
हिमनदों	हिमालयाच्या	0.0131151
परिदर्शन	मार्चला	0.0131144
किस्म	प्रकारच्या	0.0131132
स्‍त्रियों	कुटूंबातील	0.0131107
अग्निकांड	१८६९च्या	0.0131106
हृदयस्थल	हृदयस्थानी	0.01311
सरोवर	पर्वत	0.0131092
मीन	तारा	0.0131024
स्थल	गंतव्य	0.0131022
जगह	ठिकाणांवर	0.0131009
गधे	गाढवे	0.0130993
इतने	किल्ल्यातील	0.0130941
सैर	सफर	0.0130898
परिंदे	पक्ष्यांप्रमाणे	0.013089
बच्चों	शाळेतील	0.013089
झील	सरोवरला	0.0130866
सर्दी	समुद्रसपाटीपासून	0.0130858
दाहिने	हातामध्ये	0.0130842
तथ्य	हेच	0.0130824
पर्यटकों	उद्यान	0.0130812
सपरिवार	सहकुटुंब	0.0130787
हॉल	दिवाणखाना	0.0130779
जिले	प्राणी-विहार	0.013071
सिंचाई	सिंचनासाठी	0.0130709
महत्त्व	सौंदर्य	0.0130704
जूते	बुट	0.0130668
किस्म	प्रकारचे	0.0130608
सदी	शतकातील	0.0130606
जलप्रपात	धबधब्याची	0.0130569
गुफाओं	गुहांचा	0.013052
टिकट	तिकीट	0.0130507
हाथ	रासडा	0.0130499
पीढ़ी	युवा	0.0130496
मठ	संघ	0.0130485
मंदिर	युधिष्ठिर	0.0130467
चट्‍टानों	खडकांमधे	0.0130456
कारण	बांधकाम	0.0130439
चक्रवर्ती	सम्राटांपैकी	0.0130426
कगार	चित्रांची	0.0130377
आज	दक्षिण	0.0130376
साम्राज्य	मगध	0.0130351
कहा	पिरॅमिड	0.0130338
:-	पर्वत	0.0130331
किस्म	समुद्रात	0.0130312
टैम्पल	मंदिर	0.0130302
नवीं	शताब्दीच्या	0.0130294
खरीदारी	खरेदीसाठी	0.0130255
हवाई	विनानतळ	0.0130222
तमाम	धर्मशाळेतील	0.013019
स्थलों	महाद्वीपातील	0.0130179
खुदाई	१९६६	0.0130153
अवरोहण	अवरोहणावेळी	0.0130141
हनुमान	तीर्थस्थळ	0.0130085
झील	सरोवरातील	0.0130063
सरकार	सरकारमध्ये	0.0130055
झील	तलावाच्या	0.0129977
नदी	मध्यातून	0.0129975
भवन	इमारतीच्या	0.0129965
अवस्थिति	परिस्थितीने	0.0129961
ओर	फाउंटेन्समध्ये	0.0129941
अंचल	उगम	0.0129916
सुबह	नोव्हेंबर	0.0129909
कहा	प्रेम	0.0129898
बीच	समुद्रकिनारा	0.0129889
भवन	प्रतिमा	0.0129876
सन्‌	1411मध्ये	0.0129875
सन्‌	1807मध्ये	0.0129875
सन्‌	1894मध्ये	0.0129875
सन्‌	1973मध्ये	0.0129875
सन्‌	१८१५मध्ये	0.0129875
सन	२००८मध्ये	0.0129875
सन्‌	1850मध्ये	0.0129875
मैदानों	मैदानांना	0.0129858
आज	पायी	0.0129833
भीड़	बाजाराची	0.0129821
सा	पार्कमध्ये	0.0129821
टाँके	महाराजा	0.0129781
मेडिटेशन	ध्यान	0.0129777
गतिविधियों	सहसाचा	0.0129762
शहर	सरोवर	0.0129692
आज	दिवसभर	0.012969
स्थान	पाणी	0.0129662
जाहिर	देशांच्या	0.0129647
भारतीयों	भारतीयांकडून	0.0129637
बौद्ध	जगातील	0.0129601
सांखरी	सुरु	0.0129567
आबादी	नकाशा	0.0129564
स्टेडियम	क्रीडाभूमीवर	0.0129491
पहाड़ियों	डोंगरांवर	0.0129464
’	राजधानी	0.0129431
वर्ष	फेब्रुवारीत	0.0129416
भवन	उपाहारगृह	0.0129407
सब	सर्वांच्या	0.0129406
होटल	विश्रामगृह	0.0129403
राजजात	वाट	0.0129399
वर्ष	अक्षयतृतीयेला	0.0129399
पत्थर	दगडाची	0.0129348
पत्थर	दग्डाची	0.0129348
पत्थर	``दगडाची	0.0129348
समानता	पश्चिमेला	0.0129347
ओर	बिहूची	0.0129331
बाद	डिसेंबर	0.012932
दिनों	आजकाल	0.0129312
ग्रहण	चंद्रग्रहण	0.0129304
ताजमहल	इमारत	0.0129298
झरने	वातावरण	0.0129288
कि.मी.	पासून	0.0129267
जिले	देशात	0.0129222
महल	१४८६	0.0129115
पुरानी	राजधानी	0.0129096
बचपन	लहानपणापासूनच	0.0129042
डैक	डेकवर	0.0129035
एअर	घरेलू	0.0129017
दरअसल	खरे	0.0129001
आदि	सीलियन	0.0128981
साथ	हिमनद्या	0.012895
चढ़ाई	झोका	0.0128876
चट्टानें	किनार्‍यावर	0.0128875
पत्थर	घाट	0.0128869
प्रेमी	रोमाँटिक	0.012886
जेल	कारागृह	0.0128845
मंदिर	मंदिरासमोरच	0.0128817
भाषा	महाराष्‍ट्रातील	0.0128815
बीच	इंग्रजांनी	0.0128773
महीने	एप्रिल	0.0128766
महीने	ऑगस्ट	0.0128736
हिम्मत	धैर्य	0.0128711
गलियारों	गल्लीबोळांचेही	0.0128708
गगन	आकाशात	0.0128692
झील	सरोवरापासून	0.0128673
स्थान	उगम	0.0128601
त्यौहारों	सणांमधून	0.0128582
पर्यटकों	हिरवळीने	0.0128573
दर्शनीय	मंदिरदेखील	0.0128556
काफी	उद्यान	0.0128534
नदी	किनार्‍यावरच	0.0128475
कोडरमा	अभयारण्य	0.012847
मानवशास्त्र	राष्‍ट्रीय	0.0128455
यात्री	चीनी	0.012839
घोड़े	महाराजांना	0.0128389
किले	महालाचा	0.0128356
शहर	प्रदेशातील	0.0128319
तहखाने	तळघरात	0.0128316
दशक	दशकांसाठी	0.0128316
यही	रोज	0.0128294
कलासंस्कृति	डान	0.0128268
उद्योग	विश्‍व	0.0128256
होटलों	विश्रामगृहांसह	0.0128229
गेट	``पर्ची	0.0128221
सैरगाह	कधीकाळी	0.0128206
कलाई	उत्तरेला	0.0128204
पेड़	हिमालयी	0.0128195
किला	सेंट	0.0128173
किला	``सेंट	0.0128173
देवदार	क्षेत्र	0.0128155
हिमशिखरों	हिमशिखरांच्या	0.0128146
कान्हा	स्क्वे	0.0128126
इर्द	गल	0.0128121
बताया	पॅकेजमध्ये	0.0128115
भोजपत्रों	भोजपत्र	0.0128078
मंदिरों	"मंदिरांपासून	0.0128054
यात्रा	खोड	0.0128052
कारण	साधारण	0.0128031
गाइड	मार्गदर्शक	0.0128029
व्यंजनों	पदार्थांचे	0.0128021
ठहरने	ठिकाण	0.0128014
ईसाइयों	बहुसंख्यांक	0.0128012
किंवदन्ती	आख्यायिका	0.0128004
पहाड़ों	पहाडांमध्ये	0.0127994
बार	बर्‍याचवेळा	0.0127972
वैज्ञानिकों	विश्वविद्यालय	0.0127935
विजयी	१८१४	0.0127907
मंदिरों	शतकाच्या	0.0127864
काली	पूजेची	0.0127864
मंदिर	मंदिरामध्ये	0.012786
घाटी	काळ	0.0127851
बराबर	रेल्वेस्थानक	0.0127837
घाटियाँ	पश्‍चिमदिशेकडील	0.0127833
लक्षद्वीप	समूहाचा	0.0127816
घर	दीपावलीत	0.0127795
मसजिदों	मशीदींमध्ये	0.0127779
उद्‍बोधन	इंग्रजी	0.0127764
झोंपड़ियाँ	झोपड्या	0.0127717
अलावा	शिवाय	0.0127588
महाविहार	नव	0.0127574
जलवायु	उद्यानाचे	0.012757
दिनों	श्रद्धेने	0.0127511
अभियानों	अभियानांसाठी	0.01275
बीच	'समुद्रकिनारे'	0.0127421
बीच	समुद्रकिनारे	0.0127421
विभिन्न	कसब्यांना	0.0127399
आकर	समस्येचे	0.012737
पार्क	पार्कमध्ये	0.0127367
पैलस	लेक	0.0127359
समुद्रतट	समुद्रकिनार्‍याचे	0.0127318
धर्मशालाएँ	धर्मशाळा	0.0127298
बाजार	वनामध्ये	0.0127282
बच्चों-बड़ों	उद्यानात	0.0127268
यात्री	मुक्कामाची	0.0127251
सामने	गाव	0.0127224
मंदिर	हायाहाया	0.0127217
सी	सुविधा	0.0127214
नमक	विश्‍वविद्यालय	0.01272
डीलक्स	सुपर	0.0127199
घास	प्रदेशात	0.0127147
तट	किनारी	0.0127143
उपन्यास	देवकीनंदन	0.0127142
संख्या	कलहंसांचे	0.012713
नस्ल	जातीच्या	0.0127116
कि.मी.	विमानतळापासून	0.0127105
गुफा	गुहेत	0.01271
वर्ष	उद्यानात	0.0127086
ऑर्किड	उद्यानात	0.012706
प्रतिबिम्ब	मध्ययुगीन	0.0127027
मैदे	मैद्यापासून	0.0126953
क्षेत्र	ठिकाणाहून	0.0126939
ठहरने	विश्रामगृह	0.0126936
वॉटर	पिशव्या	0.0126883
इसके	विमान	0.0126865
चित्र	कलात्मक	0.0126841
पार्क	सफारी	0.0126839
कुंड	मूर्तींमध्ये	0.0126832
आयोजन	आयोजनासाठी	0.0126826
इंसान	मानवनिर्मित	0.0126775
एयरपोर्ट	विमानतळावर	0.0126713
मंदिर	मंदिरांमध्ये	0.0126666
प्लेट	टाकीतील	0.012666
जन्म	जन्मवर्षापूर्वीही	0.0126647
इतिहास	दक्षिण	0.0126644
विशेषज्ञों	मते	0.0126618
बहरहाल	स्थितीत	0.0126596
वर्ष	दरवर्षीप्रमाणे	0.0126593
ट्रेकर	गिर्यारोहक	0.0126592
रहने	म्युझियममध्ये	0.0126584
बाद	उद्यानात	0.0126551
निवासी	भाषा	0.0126543
रिलेक्स	’	0.0126514
बाद	धनत्रयोदशी	0.0126512
ऋतु	वसंत	0.0126509
निगाहों	सहवास	0.0126422
मंदिर	मंदिरापासून	0.0126396
सागर	समुद्रात	0.0126395
प्रकार	किमी.वर	0.0126361
आमतौर	सेक्टर	0.0126297
दूर	दूरपर्यंतची	0.0126291
बीच	किनारे	0.0126278
रेलमार्ग	रेल्वेमार्गाने	0.0126258
मोनास्ट्री	डॉ.	0.0126236
शक्तिपीठों	शक्तिपीठांपैकी	0.0126224
वनभूमि	वनभूमीच्या	0.0126176
घाटी	प्रदेशामध्ये	0.012616
युवाओं	खरे	0.0126118
जीपें	जीप	0.012611
बाफनों	जैन	0.0126109
सेकंड	श्रेणी	0.0126097
कार्यक्रम	सांस्कृतिक	0.0126062
नाम	नावावरच	0.0125963
बाघ	सेंच्युरीमध्ये	0.0125904
काँच	सज्ज्याचे	0.0125833
आदि	राज्यांशी	0.0125827
हट	खोपट्यात	0.0125785
अतिरिक्‍त	१५व्या	0.0125774
कैरेट	चांदीच्या	0.0125689
सम्राट	मुगल	0.0125681
फीट	कथांनुसार	0.0125677
हुमुस	थामिन	0.0125661
वर्ष	फूलांच्या	0.0125659
राजपरिवार	भवनासमोरील	0.0125651
बंदरगाह	मानवनिर्मित	0.0125617
वाकये	घटनेनंतर	0.0125589
रियासतों	प्रदेशांमध्ये	0.012552
ऊँचाईयों	पश्‍चिम	0.0125441
हाथ	बाबाचा	0.0125409
कारवार	कारवारच्या	0.0125408
परिवर्तनशीलता	परिवर्तनशीलतेची	0.0125394
लगभग	किलोमीटर	0.0125385
मंदिर	जान	0.0125331
क्षेत्रों	क्षेत्रांना	0.0125303
सड़कमार्ग	महामार्गाने	0.0125217
’	उद्यानाप्रमाणे	0.01252
नमी	बाष्पाची	0.0125177
सतपुड़ा	उद्यान	0.0125161
बिल्डिंगें	इमारतीं	0.0125112
सैलानियों	नोव्हेंबर	0.0125089
ज़ाहिर	स्पष्टच	0.0125087
फेफड़ों	फुफ्फुसात	0.0125074
जाने	नागरिकांना	0.012507
घास	गावितील	0.0125067
माँ	रात्री्च्या	0.0125031
जलप्रपात	धबधब्याहून	0.012503
पैरासेलिंग	बलून	0.0124968
सफर	प्रवासादरम्यान	0.0124931
मंदिर	राजा	0.0124902
त्यौहारों	सणांचे	0.012489
डलहौजी	देवदार	0.0124818
प्राप्त	इस	0.0124806
गिने-चुने	मोजकीच	0.0124786
चिन्ह	आजही	0.0124757
जानकर	वैशिष्ट्य	0.0124744
तिब्बतियों	लोकांसाठी	0.0124735
जन्मभूमि	भगवान	0.0124723
समस्या	पूजा	0.0124668
मंदिरों	१९७०	0.012461
एकड़	धर्मशाळा	0.0124582
क्रासिंग	क्रॉसिंगपासून	0.0124566
तरफ	ईशान्यदिशेला	0.0124542
वनस्पतियों	संपन्न	0.0124514
सुंदरी	मंदिरात	0.0124504
महल	वोट	0.0124469
बसें	बसेसदेखील	0.0124428
सीमा	किनार्‍यावर	0.0124401
बालू	वाळूने	0.0124366
जगह	लोकांनी	0.0124278
ठिकाना	कायमच	0.012427
पेंटिग्स	चित्रे	0.0124222
कैनवस	पायी	0.0124198
पॉकेट	हेरिटेज	0.0124136
सुबह	दिवशी	0.0124113
रोशनी	सूर्याच्या	0.0124072
सफर	प्रवासाचा	0.012404
स्थिति	परिस्थितीत	0.0124039
भगदड़	चेंगराचेंगरी	0.0124029
दिनों	पर्वतावर	0.012402
गढ़	गढराज्यकालात	0.0124015
कुल	क्षेत्रफळाच्या	0.0123932
आगे	धबधबा	0.0123886
भ्रमण	प्राणी-विहाराचे	0.0123883
दृश्यावलियों	दृश्यांनी	0.0123877
बोली	कर्नाटकमध्ये	0.0123851
वाइल्ड	वन्यपशू	0.0123845
समुद्र	समुद्रात	0.0123818
भारत	पूर्वोत्तर	0.0123817
ओर	बाजूस	0.0123814
विश्‍व	जगाचे	0.012381
गेस्ट	अतिथिगृहाची	0.0123806
लगभग	फूटाची	0.0123762
अधिवेशन	१९२४मध्ये	0.0123761
फिर	सप्टेंबर	0.012373
वर्त्तमान	मंदिर	0.012365
झील	सरोवरावरुन	0.0123623
यह	निश्चितपणे	0.0123616
घाटी	दरीपेक्षा	0.0123573
स्थल	खोदकामात	0.0123546
प्रतिवर्ष	दरवर्षी	0.0123517
दिन	शेवटच्या	0.0123489
पहाड़ियों	पर्वत	0.012348
जंतुओं	पूर्व	0.0123479
बाद	युगातील	0.0123461
देश	बहादुरशाह	0.0123429
अगली	दिवशीच्या	0.0123409
शायद	आयुष्यभर	0.0123407
गृह	विश्राम	0.0123401
मुख्यतः	उद्देश	0.0123363
कारण	वाघ	0.0123332
हाल	इतिहासात	0.0123267
खुदाई	खोदकामात	0.0123172
रेल	परिक्रमा	0.0123152
रसोईघर	उद्यानाच्या	0.0123148
असमिया	गुवाचा	0.0123136
पूर्वज	कौरव	0.0123103
सदी	’प्लेस	0.0123101
गेस्ट	अतिथिगृहाच्या	0.0123079
कला	कलादालनांचा	0.0123067
मान्यता	आख्यायिका	0.0123048
भवन	सिटी	0.0123037
रोड	रोडापासून	0.0122937
फैमिली	हैद्राबादमधील	0.0122922
जिला	शेजारचा	0.0122905
दरवाजा	पश्चिमेकडून	0.0122903
इमारतों	इमारतींची	0.0122901
बाद	मॅक्डोनॉल्डमध्ये	0.012289
वर्ष	बागेच्या	0.0122865
चाबियों	खजिन्याच्या	0.0122859
चिड़ियाघर	प्राणि	0.0122841
रिसॉर्ट	क्षेत्रामध्ये	0.0122837
झीलों	सरोवरांपैकी	0.0122807
मठों	मठांमध्ये	0.0122789
जल	युद्धानंतर	0.012276
शीतकाल	हिवाळ्यात	0.012271
सिद्धपीठ	मॉ	0.0122689
हिमपात	बर्फामुळे	0.0122677
किस्म-किस्म	प्रकारचे	0.0122658
बे	उपसागरामध्ये	0.0122633
मन्दिर	आई	0.0122613
टिकट	तिकिट	0.0122609
चढ़े	जगातील	0.0122609
टापू	बेटावर	0.0122602
अलावा	कॅफे	0.0122577
सुरक्षा	उद्यानाजवळ	0.0122541
वाटर	पाण्यातील	0.0122475
बाँध	दोन्हीं	0.0122422
संग्रहालय	वस्तुंनी	0.0122411
देखभाल	किल्ल्याच्या	0.0122384
लक्षद्वीप	क्षेत्रफळ	0.0122379
दृश्यों	दृश्यांसाठी	0.0122372
राज्य	फेब्रुवारी	0.0122369
पास	मुख	0.0122357
बाँध	पाणी	0.0122346
गहराइयों	रंग	0.0122322
लोगों	लोकांबरोबर	0.0122301
निकटवर्ती	वैशाली	0.0122292
स्वतंत्रता	हुतात्म्यांचे	0.0122289
वास्तव	सौंदर्य	0.0122287
वातावरण	वातावरणामध्ये	0.0122249
मंदिर	किमी	0.0122222
आयु	वयोमर्यादा	0.0122196
मंदिर	भाषा	0.0122195
क्षेत्रफल	उद्यानाचे	0.0122148
आज	लोकांना	0.0122061
घाटी	``अवाढव्य	0.0122051
फिश	एटलांटिक	0.0122017
संग्रहालय	या	0.0121992
परिवारों	कुटुंबांना	0.0121968
भूकम्प	भूकंपामुळे	0.0121966
भाँति	महात्म्य	0.0121934
बोझ	ओझे	0.0121891
पड़ोसी	शेजारी	0.0121891
वजह	कारणामुळे	0.0121888
मंदिरों	"मंदिरांमध्ये	0.0121888
मंदिरों	मंदिरांमध्ये	0.0121888
यात्रा	देवीच्या	0.0121859
शक्ल	हाँगकाँगला	0.0121858
फैले	एकर	0.0121833
इतिहास	विद्यापीठाच्या	0.0121761
प्रांत	प्रांताची	0.0121725
चहलपहल	जीवंत	0.0121692
वंशज	पंडित	0.0121645
संत	संतांकडून	0.0121619
माता	``आईच्या	0.0121592
अन्य	उद्यानात	0.0121591
फेलो	जियोग्राफीकल	0.0121578
चिड़ियाघर	प्राणी	0.0121568
इलाके	भागाचे	0.012155
पर्वत	येथील	0.0121547
झंडा	१०६०	0.0121483
होटलों	उपाहारगृहांना	0.0121481
भागों	विभागात	0.0121465
मीटर	विनम्र	0.0121434
बाजार	मंदिर	0.0121425
जाँच	तपासणी	0.0121412
मनसुखराम	भाईंनी	0.0121384
ओर	ईशान्य	0.0121377
हिरण	इंपाला	0.0121342
मंदिर	बाक	0.0121312
स्थित	संग्रहालयात	0.0121279
पत्थरों	रेतीच्या	0.0121261
पार्क	पर्वतामध्ये	0.0121247
जगहें	जेवणाच्या	0.0121247
’	शिखांचे	0.0121245
देशों	विमानतळ	0.012123
अजस्त्र	महाराजांचे	0.0121216
बाँध	बंधार्‍याची	0.0121214
सादा	जेवण	0.0121195
रिक्शा	नगरपालिका	0.012119
प्रकृति	धनधान्याने	0.0121187
रफ्तार	गती	0.0121166
जीप	जीपनेच	0.0121166
जूते	बूट	0.0121165
द्वार	मुख्यद्वारावरील	0.0121151
पास	धरणं	0.0121144
विश्‍व	जगात	0.012114
हिंदुओं	हिंदूधर्मामध्ये	0.0121126
हँसी	थट्टा	0.0121112
धार्मिकता	दक्षिण	0.0121096
दुनिया	जगातून	0.0121064
पत्थर	पत्थरामधील	0.0121039
नामक	उद्यान	0.0120996
बीच	सकाळच्या	0.0120981
गैर-सदस्यों	सदस्यांसाठी	0.0120971
यही	कारण	0.0120956
वर्षों	वस्तु	0.0120956
प्रान्त	प्रांतातील	0.0120947
भालू	अस्वल	0.0120913
गेस्ट	कुंड	0.0120897
शिल्प	स्वेटर	0.012089
झीलों	सरोवराच्या	0.0120874
होलिडे	कि.मी.	0.0120851
सी	दोनच	0.012085
विजय	सिंहगडच्या	0.0120833
अन्य	स्थळांमध्ये	0.0120808
प्रतिवर्ष	दरवर्शी	0.0120804
जिले	प्रदेशाच्या	0.0120771
ढलान	उतार	0.0120746
विश्रामगृह	उद्यानात	0.012073
खास	बहिण	0.0120685
नामक	समुद्राच्या	0.0120667
नगर	भगवान	0.012065
स्थलों	पर्वतीय	0.012061
गुम्बद	घुमट	0.0120593
प्रकार	जोखामीच्या	0.0120566
शासन	शासनकाळात	0.0120563
निकट	मंदिरदेखील	0.0120542
मुझे	गाठोडे	0.0120537
दरवाजे	दरवाज्याची	0.0120503
विभाग	वन	0.0120485
सीमा	सीमेलगत	0.0120461
प्रसार	काळात	0.012046
ड्राइवर	वाहनचालकाने	0.0120436
नील	समुद्र	0.0120399
माँग	मागणीनुसार	0.0120396
देखने	काळ	0.0120392
बोली	गुजरातमध्ये	0.0120352
स्वतंत्रता	पर्यटन	0.0120343
स्थान	स्थानाचे	0.0120323
समूची	सुंदरतेला	0.0120316
सम्राट	कालखंडात	0.0120294
मंदिर	मंदीराच्या	0.0120289
मन्दिर	मंदीराच्या	0.0120289
मूलतः	मंदिर	0.0120228
गर्भगृह	गर्भगृहाचे	0.0120204
ज्यादातर	उपाहारगृह	0.0120183
मंदिरों	मंदिरांपर्यंत	0.0120137
पूरे	वर्ष	0.0120134
रिज़र्वायर	उत्तरम	0.0120129
अब	अशामध्ये	0.0120113
प्रशिक्षित	माकड	0.0120109
विदेशों	परदेशांतील	0.0120093
बार	प्रथमच	0.0120065
दिनों	दिवसापासकून	0.0120052
जोड़े	नव-विवाहित	0.0120052
व्यू	शिखराच्या	0.0120052
समुद्र	पूर्वेकडील	0.0120047
महापर्व	महापर्वाची	0.0120037
प्रतिमाएँ	नगरामध्ये	0.0120025
रिज	गुंतवणुक	0.012002
पशु	वन्य	0.0119984
गढ़	गंगा	0.0119979
समय	वैद्यराज	0.0119976
मछली	माश्याबद्दल	0.0119972
अलावा	दसर्‍याशिवाय	0.0119965
जयंती	मूर्तीचे	0.0119952
राइड	बेटाची	0.0119933
बचपन	मुलांना	0.0119907
जगह	किल्ल्याची	0.0119766
जगहों	डोंगी	0.0119761
साँस	दिर्घ	0.0119747
दर्शनार्थियों	भेट	0.0119739
एडवेंचर	साहसाच्या	0.0119723
मौसम	प्रतिकूल	0.0119697
बाहर	नामक	0.0119683
बंद	गुफा	0.0119639
आर्ट	कला	0.0119637
घाटियों	घाटीतील	0.0119617
घरों	घरांमध्ये	0.0119614
जीवन	जीवनामध्ये	0.0119607
पहाड़ी	``पर्वतावरुन	0.0119562
पहाड़ी	पर्वतावरुन	0.0119562
पतझड़	पानगळीच्या	0.0119544
गौरव	ऋतु	0.0119544
आइस	बर्फात	0.0119531
देव	देवस्थान	0.011952
पहाड़ी	प्रदेशाला	0.0119503
इनमें	डुंगोग	0.0119498
स्नोर्कलिंग	सेंटीमीटर	0.0119496
प्राणी	वन्य	0.0119486
नीलकुरिंजि	वर्षात	0.0119485
मँहगाई	महागाईमुळे	0.0119478
द्वीपसमूह	मलेशियाच्या	0.0119472
पेड़-पौधे	झाडेझुडुपे	0.0119451
निर्माण	सवाई	0.0119447
कीचड़	चिखलात	0.0119435
योग	योगामध्ये	0.0119429
अगली	वेळेस	0.0119422
राज्य	1	0.0119394
परकोटे	किल्ल्याचा	0.0119356
पहाड़ियों	पहाडांमध्ये	0.0119349
मार्ग	जंगलातील	0.0119329
कभी	नदीच्या	0.01193
पर्वत	हिमाच्छादित	0.0119278
बारे	गोष्टीं	0.011923
आगे	इच्छा	0.0119227
ठीक	कि.मी.चा	0.0119203
खैर	वाजता	0.0119182
तांत्रिक	शिक्षक	0.011918
तरह	अनेकप्रकारची	0.0119146
अन्त	मोगल	0.0119129
भुजाएँ	जेलच्या	0.0119108
जगहों	ठिकाणांवर	0.0119095
शंख	हातात	0.0119084
प्रकार	उद्यानाच्या	0.0119081
बस्ती	यहूदी	0.0119046
हालत	अवस्थेला	0.0119041
पुनरुद्धार	नहेर-ए-बिहिस्तच्या	0.0119032
खासियत	वैशिष्ट्य	0.0119028
साधु-संतों	स्थानीक	0.0119001
मंदिर	देश	0.0118971
भोलापन	भाबडेपणादेखील	0.0118938
केंद्र	वेगाने	0.0118936
संग्रहालय	संग्रह	0.0118904
पर्वतारोहण	पर्वतारोहणानंतर	0.0118902
समुद्र	समुद्रकिनार्‍यावरुनच	0.0118889
आचरण	आचरणामध्ये	0.0118881
सामुदिक	वस्तु	0.0118871
गर्मियों	ऊन्हाळ्यात	0.0118868
सर्दियों	थंडीचे	0.011882
मीडिया	प्रसारमाध्यमकेंद्र	0.0118807
पिंजरे	पिंजरेदेखील	0.0118797
आज	राजाच्या	0.0118794
एअरपोर्ट	विमानतळावर	0.0118776
चाँदी	चांदीच्या	0.0118776
वक्त	१८५३	0.0118752
व	पर्वतांमध्ये	0.0118725
साम्राज्य	साम्राज्याच्या	0.0118715
बीच	संगमामध्ये	0.0118694
’	उत्खनन	0.0118685
गुफा	गुहेच्या	0.0118619
भुजाएँ	हात	0.0118603
गोद	वाळवंटासाठी	0.0118603
जी	पट	0.0118598
नाले	गावात	0.0118577
गाईड	मार्गदर्शकाने	0.011857
आज	लोक	0.0118568
देखना	ब्यूट	0.0118559
तरह	आपआपसात	0.0118554
ठेके	कंत्राटावर	0.0118547
बादशाह	राजा	0.0118533
गुरुओं	लामा	0.0118508
भाग	किनार्‍याचा	0.0118487
मिथक	पुराणकथेवर	0.011845
देश	लक्षद्वीप	0.0118446
प्रवास	प्रवासादरम्यान	0.0118433
समय	पर्यटकांसाठी	0.0118432
भग्नावशेष	पाटलिपुत्राचे	0.0118423
तरह	लँड्स	0.0118408
खाने	स्पेशल	0.0118403
क्षेत्र	क्षेत्राच्या	0.0118399
उसमें	गुणदेखील	0.0118387
अनुसार	शिलालेखानुसार	0.0118381
सन्‌	प्रदेशास	0.0118372
अभी	होली	0.0118344
दिन	टॉवरमध्ये	0.011834
बाण-शैया	पितामह	0.0118321
बाजार	बाजाराला	0.0118318
हार	बीजापूरचा	0.0118288
रास्ते	च्या	0.0118271
सोने	बैबून	0.0118216
सरोवर	शिवलिंग	0.0118208
टीला	टेकडी	0.0118183
ढालू	उतरत्या	0.0118175
हैं	ट्री	0.0118157
अब	शक्‍ती	0.0118151
हस्तकरघा	पश्‍चिमी	0.0118139
टी	हॅप्पी	0.0118138
प्रकार	गेट	0.0118119
बाघ	उद्यानात	0.0118105
दुर्ग	श्रीरंगपट्‍टनम्‌	0.0118058
राहत	आराम	0.0118034
इलाकों	प्रदेशात	0.011803
तरफ	घरांबरोबर	0.0118026
जगह	जागेप्रमाणे	0.0118013
सचमुच	पावसाळ्यात	0.0118011
बाद	द्वीपच्या	0.011801
भुजा	पूर्वेची	0.0118007
गैंडे	संकटापन्न	0.0117993
मान्यता	शक्तिपीठांमध्ये	0.0117973
नाम	नावाबरोबरच	0.0117972
चींटियाँ	मुंग्या	0.0117972
जनश्रुति	आख्यायिका	0.0117965
मंदिर	राजांची	0.0117955
इतिहासकारों	इतिहासकारांद्वारे	0.0117948
झीलों	सरोवराने	0.0117946
साल	दरवर्षी	0.0117946
बाकी	सामानासोबत	0.0117933
पिकनिक	हिरवेगार	0.0117931
पिकनिक	लेक	0.0117921
पिकनिक	लेक’	0.0117921
जामुन	मंदिर	0.0117884
स्वर्गद्वार	स्वर्गद्वाराच्याजवळ	0.0117871
ट्री	येथील	0.011786
जीव	कारण	0.0117854
किलोमीटर	जूनागड	0.0117842
घोंसला	घरटे	0.0117819
आलू	उतार	0.0117778
मैनेजर	व्यवस्थापकाने	0.0117776
प्रिंस	१९०६	0.011776
डाकघर	नगर	0.011774
साथ	पर्यटकांपैकी	0.0117736
कारण	नाव	0.01177
वर्ष	दरड	0.0117602
वनस्पतियों	दुर्मिळ	0.0117559
धाराओं	बाइस	0.011755
वर्षों	१५०	0.0117535
हाऊस	फॉरेस्ट	0.0117514
सुंदरता	आश्चर्यकारक	0.0117507
द्वारा	सर्किट	0.0117483
सबसे	समुद्री	0.011747
धरोहरों	ठेवींमध्ये	0.0117467
लोदुर्वा	अवशेषच	0.0117464
ठंड	थंडीदेखील	0.0117456
किलोमीटर	वन्यजीव	0.011745
परंपरा	भरतपूरचे	0.0117428
साथ	त्याबरोबरच	0.0117417
बारे	पॅलेस	0.0117414
मनोरंजन	स्वस्थ	0.0117395
क्षेत्र	झडी	0.0117364
झील	सरोवराच्या	0.0117338
पहाड़ियों	पर्वतावर	0.0117329
बाजारों	बाजारांमध्ये	0.0117309
दिमाग	पूर्वग्रह	0.0117276
बीच	किनार्‍यावरील	0.011726
वर्ग	प्रमाणात	0.0117254
बाग	मंदिर	0.0117202
